,,,,,,
Rally,Rotation,Stage,Action Type,Action,Point To,Score
26,5,serve,in_rally,Hit Still In Play,none,7 -- 10
26,5,serve,errors,Dig,them,7 -- 11
27,5,receive,errors,Receive,them,7 -- 12
28,5,receive,in_rally,3-Pass,none,7 -- 12
28,5,receive,earned,Spike,us,8 -- 12
29,6,serve,in_rally,1-Serve,none,8 -- 12
29,6,serve,earned,Spike,them,8 -- 13
30,6,receive,errors,Receive,them,8 -- 14
31,6,receive,errors,Serve,us,9 -- 14
32,1,serve,in_rally,1-Serve,none,9 -- 14
32,1,serve,earned,Block,us,10 -- 14
33,1,serve,in_rally,2-Serve,none,10 -- 14
34,1,serve,in_rally,Dig,none,10 -- 14
35,1,serve,in_rally,Hit Still In Play,none,10 -- 14
36,1,serve,in_rally,Dig,none,10 -- 14
36,1,serve,earned,Tip,us,11 -- 14
37,1,serve,in_rally,2-Serve,none,11 -- 14
38,1,serve,in_rally,Dig,none,11 -- 14
39,1,serve,in_rally,Hit Still In Play,none,11 -- 14
40,1,serve,in_rally,3-FB Pass,none,11 -- 14
41,1,serve,in_rally,Hit Still In Play,none,11 -- 14
42,1,serve,in_rally,Dig,none,11 -- 14
43,1,serve,in_rally,Hit Still In Play,none,11 -- 14
43,1,serve,errors,Dig,them,11 -- 15
44,1,receive,in_rally,3-Pass,none,11 -- 15
44,1,receive,earned,Spike,us,12 -- 15
45,2,serve,errors,Serve,them,12 -- 16
46,2,receive,in_rally,2-Pass,none,12 -- 16
46,2,receive,earned,Spike,us,13 -- 16
47,3,serve,in_rally,3-Serve,none,13 -- 16
47,3,serve,earned,Spike,them,13 -- 17
48,3,receive,in_rally,3-Pass,none,13 -- 17
48,3,receive,earned,Spike,us,14 -- 17
49,4,serve,in_rally,1-Serve,none,14 -- 17
50,4,serve,in_rally,3-FB Pass,none,14 -- 17
50,4,serve,earned,Spike,us,15 -- 17
51,4,serve,in_rally,3-Serve,none,15 -- 17
51,4,serve,earned,Block,us,16 -- 17
52,4,serve,in_rally,1-Serve,none,16 -- 17
52,4,serve,errors,Set,us,17 -- 17
53,4,serve,in_rally,1-Serve,none,17 -- 17
54,4,serve,in_rally,Dig,none,17 -- 17
54,4,serve,earned,Tip,us,18 -- 17
55,4,serve,in_rally,2-Serve,none,18 -- 17
55,4,serve,errors,Dig,them,18 -- 18
56,4,receive,in_rally,2-Pass,none,18 -- 18
57,4,receive,in_rally,Hit Still In Play,none,18 -- 18
58,4,receive,in_rally,1-FB Pass,none,18 -- 18
59,4,receive,in_rally,Hit Still In Play,none,18 -- 18
60,4,receive,in_rally,Dig,none,18 -- 18
60,4,receive,earned,Spike,us,19 -- 18
61,5,serve,in_rally,1-Serve,none,19 -- 18
61,5,serve,errors,Dig,them,19 -- 19
62,5,receive,in_rally,3-Pass,none,19 -- 19
62,5,receive,earned,Spike,us,20 -- 19
63,6,serve,in_rally,2-Serve,none,20 -- 19
63,6,serve,errors,Spike,us,21 -- 19
64,6,serve,in_rally,2-Serve,none,21 -- 19
64,6,serve,faults,Net,them,21 -- 20
65,6,receive,in_rally,2-Pass,none,21 -- 20
65,6,receive,earned,Spike,us,22 -- 20
66,1,serve,earned,Ace,us,23 -- 20
undefined,1,serve,timeout,them 1,undefined,undefined
67,1,serve,in_rally,3-Serve,none,23 -- 20
68,1,serve,in_rally,Dig,none,23 -- 20
69,1,serve,in_rally,Hit Still In Play,none,23 -- 20
70,1,serve,in_rally,Dig,none,23 -- 20
71,1,serve,in_rally,Dig,none,23 -- 20
72,1,serve,in_rally,Hit Still In Play,none,23 -- 20
72,1,serve,earned,Spike,them,23 -- 21
73,1,receive,in_rally,1-Pass,none,23 -- 21
74,1,receive,in_rally,Hit Still In Play,none,23 -- 21
74,1,receive,earned,Block,us,24 -- 21
75,2,serve,in_rally,2-Serve,none,24 -- 21
75,2,serve,earned,Spike,them,24 -- 22
76,2,receive,errors,Serve,us,25 -- 22
,,,,,,
,,,,,,
Rally,Rotation,Stage,Action Type,Action,Point To,Score
,,,,,,
1,6,receive,in_rally,1-Pass,none,0 -- 0
2,6,receive,in_rally,Hit Still In Play,none,0 -- 0
3,6,receive,in_rally,Dig,none,0 -- 0
3,6,receive,errors,Dig,them,0 -- 1
4,6,receive,in_rally,2-Pass,none,0 -- 1
5,6,receive,in_rally,Hit Still In Play,none,0 -- 1
6,6,receive,in_rally,Dig,none,0 -- 1
7,6,receive,in_rally,Hit Still In Play,none,0 -- 1
8,6,receive,in_rally,Dig,none,0 -- 1
8,6,receive,earned,Spike,us,1 -- 1
9,1,serve,in_rally,1-Serve,none,1 -- 1
9,1,serve,earned,Spike,them,1 -- 2
10,1,receive,errors,Serve,us,2 -- 2
11,2,serve,in_rally,2-Serve,none,2 -- 2
11,2,serve,errors,Dig,them,2 -- 3
12,2,receive,in_rally,1-Pass,none,2 -- 3
13,2,receive,in_rally,Hit Still In Play,none,2 -- 3
14,2,receive,in_rally,2-FB Pass,none,2 -- 3
14,2,receive,earned,Spike,us,3 -- 3
15,3,serve,in_rally,2-Serve,none,3 -- 3
15,3,serve,errors,Dig,them,3 -- 4
16,3,receive,errors,Receive,them,3 -- 5
17,3,receive,in_rally,1-Pass,none,3 -- 5
18,3,receive,in_rally,Hit Still In Play,none,3 -- 5
19,3,receive,in_rally,Dig,none,3 -- 5
19,3,receive,errors,Spike,them,3 -- 6
20,3,receive,errors,Receive,them,3 -- 7
21,3,receive,in_rally,3-Pass,none,3 -- 7
21,3,receive,earned,Spike,us,4 -- 7
22,4,serve,in_rally,3-Serve,none,4 -- 7
23,4,serve,in_rally,Dig,none,4 -- 7
23,4,serve,earned,Spike,us,5 -- 7
24,4,serve,in_rally,2-Serve,none,5 -- 7
25,4,serve,in_rally,Dig,none,5 -- 7
26,4,serve,in_rally,Dig,none,5 -- 7
26,4,serve,earned,Spike,us,6 -- 7
27,4,serve,in_rally,3-Serve,none,6 -- 7
27,4,serve,errors,Dig,them,6 -- 8
28,4,receive,errors,Receive,them,6 -- 9
29,4,receive,errors,Receive,them,6 -- 10
30,4,receive,in_rally,2-Pass,none,6 -- 10
31,4,receive,in_rally,Hit Still In Play,none,6 -- 10
32,4,receive,in_rally,Dig,none,6 -- 10
32,4,receive,errors,Dig,them,6 -- 11
33,4,receive,errors,Serve,us,7 -- 11
34,5,serve,errors,Serve,them,7 -- 12
35,5,receive,in_rally,2-Pass,none,7 -- 12
36,5,receive,in_rally,Hit Still In Play,none,7 -- 12
37,5,receive,in_rally,Dig,none,7 -- 12
37,5,receive,earned,Spike,them,7 -- 13
38,5,receive,errors,Receive,them,7 -- 14
undefined,5,receive,timeout,us 1,undefined,undefined
39,5,receive,in_rally,3-Pass,none,7 -- 14
39,5,receive,errors,Spike,them,7 -- 15
40,5,receive,errors,Receive,them,7 -- 16
41,5,receive,errors,Receive,them,7 -- 17
42,5,receive,in_rally,2-Pass,none,7 -- 17
42,5,receive,earned,Spike,us,8 -- 17
43,6,serve,in_rally,2-Serve,none,8 -- 17
43,6,serve,earned,Spike,them,8 -- 18
44,6,receive,in_rally,1-Pass,none,8 -- 18
45,6,receive,in_rally,Hit Still In Play,none,8 -- 18
45,6,receive,errors,Spike,us,9 -- 18
46,1,serve,in_rally,2-Serve,none,9 -- 18
47,1,serve,in_rally,Dig,none,9 -- 18
47,1,serve,errors,Spike,them,9 -- 19
48,1,receive,in_rally,3-Pass,none,9 -- 19
49,1,receive,in_rally,Hit Still In Play,none,9 -- 19
49,1,receive,faults,Net,us,10 -- 19
50,2,serve,in_rally,1-Serve,none,10 -- 19
50,2,serve,earned,Spike,them,10 -- 20
51,2,receive,in_rally,1-Pass,none,10 -- 20
52,2,receive,in_rally,Dig,none,10 -- 20
53,2,receive,in_rally,Hit Still In Play,none,10 -- 20
53,2,receive,errors,3rd Ball Return,us,11 -- 20
54,3,serve,in_rally,2-Serve,none,11 -- 20
55,3,serve,in_rally,Dig,none,11 -- 20
55,3,serve,earned,Spike,us,12 -- 20
undefined,3,serve,timeout,them 1,undefined,undefined
56,3,serve,in_rally,2-Serve,none,12 -- 20
56,3,serve,errors,Dig,them,12 -- 21
57,3,receive,in_rally,2-Pass,none,12 -- 21
58,3,receive,in_rally,Hit Still In Play,none,12 -- 21
58,3,receive,errors,Set,us,13 -- 21
59,4,serve,in_rally,2-Serve,none,13 -- 21
60,4,serve,in_rally,Dig,none,13 -- 21
60,4,serve,errors,Dig,them,13 -- 22
61,4,receive,errors,Serve,us,14 -- 22
62,5,serve,in_rally,2-Serve,none,14 -- 22
63,5,serve,in_rally,Dig,none,14 -- 22
63,5,serve,earned,Block,us,15 -- 22
64,5,serve,errors,Serve,them,15 -- 23
65,5,receive,in_rally,3-Pass,none,15 -- 23
65,5,receive,earned,Spike,us,16 -- 23
66,6,serve,in_rally,2-Serve,none,16 -- 23
67,6,serve,in_rally,Dig,none,16 -- 23
67,6,serve,errors,Spike,them,16 -- 24
68,6,receive,in_rally,1-Pass,none,16 -- 24
69,6,receive,in_rally,Hit Still In Play,none,16 -- 24
70,6,receive,in_rally,Dig,none,16 -- 24
70,6,receive,errors,Spike,us,17 -- 24
71,1,serve,errors,Serve,them,17 -- 25
,,,,,,
,,,,,,
Rally,Rotation,Stage,Action Type,Action,Point To,Score
,,,,,,
1,3,serve,in_rally,2-Serve,none,0 -- 0
2,3,serve,in_rally,Dig,none,0 -- 0
3,3,serve,in_rally,Hit Still In Play,none,0 -- 0
3,3,serve,errors,Dig,them,0 -- 1
4,3,receive,errors,Serve,us,1 -- 1
5,4,serve,earned,Ace,us,2 -- 1
6,4,serve,in_rally,2-Serve,none,2 -- 1
6,4,serve,earned,Tip,them,2 -- 2
7,4,receive,in_rally,2-Pass,none,2 -- 2
7,4,receive,earned,Spike,us,3 -- 2
8,5,serve,in_rally,1-Serve,none,3 -- 2
8,5,serve,earned,Spike,them,3 -- 3
9,5,receive,errors,Serve,us,4 -- 3
10,6,serve,earned,Ace,us,5 -- 3
11,6,serve,earned,Ace,us,6 -- 3
12,6,serve,errors,Serve,them,6 -- 4
13,6,receive,in_rally,1-Pass,none,6 -- 4
13,6,receive,errors,Spike,them,6 -- 5
14,6,receive,errors,Serve,us,7 -- 5
15,1,serve,in_rally,1-Serve,none,7 -- 5
16,1,serve,in_rally,Dig,none,7 -- 5
17,1,serve,in_rally,Dig,none,7 -- 5
17,1,serve,earned,Spike,us,8 -- 5
18,1,serve,in_rally,3-Serve,none,8 -- 5
18,1,serve,errors,3rd Ball Return,us,9 -- 5
19,1,serve,in_rally,1-Serve,none,9 -- 5
20,1,serve,in_rally,Dig,none,9 -- 5
21,1,serve,in_rally,Dig,none,9 -- 5
22,1,serve,in_rally,Dig,none,9 -- 5
22,1,serve,errors,Spike,them,9 -- 6
23,1,receive,in_rally,1-Pass,none,9 -- 6
23,1,receive,earned,Spike,them,9 -- 7
24,1,receive,in_rally,1-Pass,none,9 -- 7
24,1,receive,faults,Net,them,9 -- 8
25,1,receive,errors,Serve,us,10 -- 8
26,2,serve,in_rally,3-Serve,none,10 -- 8
26,2,serve,errors,Dig,them,10 -- 9
27,2,receive,in_rally,2-Pass,none,10 -- 9
27,2,receive,errors,Spike,them,10 -- 10
28,2,receive,in_rally,1-Pass,none,10 -- 10
28,2,receive,earned,Spike,us,11 -- 10
29,3,serve,in_rally,3-Serve,none,11 -- 10
30,3,serve,in_rally,Dig,none,11 -- 10
30,3,serve,errors,Spike,them,11 -- 11
31,3,receive,in_rally,1-Pass,none,11 -- 11
32,3,receive,in_rally,Dig,none,11 -- 11
32,3,receive,earned,Spike,us,12 -- 11
33,4,serve,in_rally,1-Serve,none,12 -- 11
34,4,serve,in_rally,Dig,none,12 -- 11
34,4,serve,errors,Dig,them,12 -- 12
35,4,receive,errors,Receive,them,12 -- 13
36,4,receive,errors,Serve,us,13 -- 13
37,5,serve,earned,Ace,us,14 -- 13
38,5,serve,in_rally,3-Serve,none,14 -- 13
38,5,serve,errors,Free Ball Receive,them,14 -- 14
39,5,receive,in_rally,2-Pass,none,14 -- 14
39,5,receive,errors,Spike,them,14 -- 15
40,5,receive,errors,Receive,them,14 -- 16
41,5,receive,faults,Foot Fault,us,15 -- 16
42,6,serve,in_rally,2-Serve,none,15 -- 16
42,6,serve,errors,Dig,them,15 -- 17
43,6,receive,in_rally,1-Pass,none,15 -- 17
44,6,receive,in_rally,Hit Still In Play,none,15 -- 17
44,6,receive,faults,Ball Handling,us,16 -- 17
45,1,serve,in_rally,3-Serve,none,16 -- 17
46,1,serve,in_rally,Dig,none,16 -- 17
46,1,serve,earned,Spike,us,17 -- 17
47,1,serve,earned,Ace,us,18 -- 17
48,1,serve,in_rally,2-Serve,none,18 -- 17
48,1,serve,errors,Spike,us,19 -- 17
undefined,1,serve,timeout,them 1,undefined,undefined
49,1,serve,in_rally,1-Serve,none,19 -- 17
49,1,serve,earned,Block,us,20 -- 17
50,1,serve,earned,Ace,us,21 -- 17
51,1,serve,in_rally,2-Serve,none,21 -- 17
52,1,serve,in_rally,Dig,none,21 -- 17
53,1,serve,in_rally,Hit Still In Play,none,21 -- 17
53,1,serve,errors,Dig,them,21 -- 18
54,1,receive,in_rally,3-Pass,none,21 -- 18
54,1,receive,errors,Spike,them,21 -- 19
55,1,receive,in_rally,3-Pass,none,21 -- 19
55,1,receive,errors,Spike,them,21 -- 20
undefined,1,receive,timeout,us 1,undefined,undefined
55,1,receive,errors,Serve,us,22 -- 20
56,2,serve,in_rally,3-Serve,none,22 -- 20
57,2,serve,in_rally,Dig,none,22 -- 20
58,2,serve,in_rally,Hit Still In Play,none,22 -- 20
58,2,serve,faults,Under,us,23 -- 20
59,2,serve,in_rally,3-Serve,none,23 -- 20
59,2,serve,earned,Spike,them,23 -- 21
60,2,receive,in_rally,3-Pass,none,23 -- 21
60,2,receive,earned,Spike,us,24 -- 21
61,3,serve,in_rally,1-Serve,none,24 -- 21
62,3,serve,in_rally,Dig,none,24 -- 21
63,3,serve,in_rally,Hit Still In Play,none,24 -- 21
64,3,serve,in_rally,3-FB Pass,none,24 -- 21
64,3,serve,earned,Spike,us,25 -- 21
,,,,,,
,,,,,,
Rally,Rotation,Stage,Action Type,Action,Point To,Score
,,,,,,
1,3,serve,in_rally,3-Serve,none,0 -- 0
1,3,serve,errors,Spike,us,1 -- 0
2,3,serve,errors,Serve,them,1 -- 1
3,3,receive,in_rally,3-Pass,none,1 -- 1
3,3,receive,earned,Spike,us,2 -- 1
4,4,serve,in_rally,2-Serve,none,2 -- 1
4,4,serve,faults,Net,them,2 -- 2
5,4,receive,in_rally,1-Pass,none,2 -- 2
5,4,receive,earned,Spike,us,3 -- 2
6,5,serve,in_rally,3-Serve,none,3 -- 2
6,5,serve,errors,Dig,them,3 -- 3
7,5,receive,in_rally,2-Pass,none,3 -- 3
8,5,receive,in_rally,Hit Still In Play,none,3 -- 3
8,5,receive,errors,3rd Ball Return,us,4 -- 3
9,6,serve,errors,Serve,them,4 -- 4
10,6,receive,in_rally,3-Pass,none,4 -- 4
10,6,receive,earned,Spike,us,5 -- 4
11,1,serve,in_rally,3-Serve,none,5 -- 4
12,1,serve,in_rally,Dig,none,5 -- 4
13,1,serve,in_rally,Hit Still In Play,none,5 -- 4
13,1,serve,earned,Tip,them,5 -- 5
14,1,receive,in_rally,1-Pass,none,5 -- 5
14,1,receive,errors,Dig,them,5 -- 6
15,1,receive,errors,Serve,us,6 -- 6
16,2,serve,in_rally,3-Serve,none,6 -- 6
16,2,serve,faults,Ball Handling,us,7 -- 6
17,2,serve,errors,Serve,them,7 -- 7
18,2,receive,in_rally,Over Pass in Play,none,7 -- 7
18,2,receive,errors,Dig,them,7 -- 8
19,2,receive,in_rally,1-Pass,none,7 -- 8
19,2,receive,errors,Spike,us,8 -- 8
20,3,serve,in_rally,1-Serve,none,8 -- 8
20,3,serve,errors,Dig,them,8 -- 9
21,3,receive,in_rally,2-Pass,none,8 -- 9
21,3,receive,earned,Spike,us,9 -- 9
22,4,serve,in_rally,2-Serve,none,9 -- 9
22,4,serve,errors,Spike,us,10 -- 9
23,4,serve,in_rally,3-Serve,none,10 -- 9
23,4,serve,errors,Dig,them,10 -- 10
24,4,receive,in_rally,3-Pass,none,10 -- 10
24,4,receive,errors,Spike,them,10 -- 11
25,4,receive,in_rally,3-Pass,none,10 -- 11
25,4,receive,earned,Spike,us,11 -- 11
26,5,serve,in_rally,2-Serve,none,11 -- 11
26,5,serve,errors,Spike,us,12 -- 11
27,5,serve,earned,Ace,us,13 -- 11
28,5,serve,in_rally,1-Serve,none,13 -- 11
28,5,serve,earned,Block,us,14 -- 11
29,5,serve,errors,Serve,them,14 -- 12
30,5,receive,in_rally,3-Pass,none,14 -- 12
30,5,receive,earned,Dump,us,15 -- 12
31,6,serve,errors,Serve,them,15 -- 13
32,6,receive,in_rally,3-Pass,none,15 -- 13
32,6,receive,earned,Spike,us,16 -- 13
33,1,serve,in_rally,2-Serve,none,16 -- 13
34,1,serve,in_rally,Dig,none,16 -- 13
34,1,serve,faults,Net,us,17 -- 13
undefined,1,serve,timeout,them 1,undefined,undefined
35,1,serve,in_rally,1-Serve,none,17 -- 13
35,1,serve,earned,Spike,them,17 -- 14
36,1,receive,in_rally,2-Pass,none,17 -- 14
36,1,receive,errors,Spike,them,17 -- 15
37,1,receive,in_rally,3-Pass,none,17 -- 15
38,1,receive,in_rally,Hit Still In Play,none,17 -- 15
39,1,receive,in_rally,Hit Still In Play,none,17 -- 15
40,1,receive,in_rally,2-FB Pass,none,17 -- 15
40,1,receive,errors,3rd Ball Return,them,17 -- 16
41,1,receive,in_rally,1-Pass,none,17 -- 16
42,1,receive,in_rally,Hit Still In Play,none,17 -- 16
43,1,receive,in_rally,Dig,none,17 -- 16
44,1,receive,in_rally,Hit Still In Play,none,17 -- 16
44,1,receive,earned,Spike,them,17 -- 17
undefined,1,receive,timeout,us 1,undefined,undefined
45,1,receive,in_rally,1-Pass,none,17 -- 17
45,1,receive,earned,Spike,us,18 -- 17
46,2,serve,in_rally,2-Serve,none,18 -- 17
47,2,serve,in_rally,Dig,none,18 -- 17
47,2,serve,errors,Whose Ball?,them,18 -- 18
48,2,receive,in_rally,3-Pass,none,18 -- 18
48,2,receive,errors,Spike,them,18 -- 19
49,2,receive,errors,Receive,them,18 -- 20
50,2,receive,errors,Serve,us,19 -- 20
51,3,serve,in_rally,1-Serve,none,19 -- 20
52,3,serve,in_rally,Dig,none,19 -- 20
53,3,serve,in_rally,Hit Still In Play,none,19 -- 20
53,3,serve,errors,Dig,them,19 -- 21
54,3,receive,errors,Receive,them,19 -- 22
55,3,receive,in_rally,3-Pass,none,19 -- 22
55,3,receive,errors,Spike,them,19 -- 23
56,3,receive,in_rally,3-Pass,none,19 -- 23
56,3,receive,errors,Tip,them,19 -- 24
57,3,receive,in_rally,2-Pass,none,19 -- 24
58,3,receive,in_rally,Hit Still In Play,none,19 -- 24
58,3,receive,errors,Spike,us,20 -- 24
59,4,serve,earned,Ace,us,21 -- 24
undefined,4,serve,timeout,them 2,undefined,undefined
60,4,serve,in_rally,1-Serve,none,21 -- 24
60,4,serve,errors,Spike,us,22 -- 24
61,4,serve,earned,Ace,us,23 -- 24
62,4,serve,in_rally,1-Serve,none,23 -- 24
63,4,serve,in_rally,3-FB Pass,none,23 -- 24
63,4,serve,earned,Spike,them,23 -- 25
,,,,,,
,,,,,,
Rally,Rotation,Stage,Action Type,Action,Point To,Score
,,,,,,
1,6,receive,errors,Receive,them,0 -- 1
2,6,receive,errors,Receive,them,0 -- 2
3,6,receive,errors,Serve,us,1 -- 2
4,1,serve,in_rally,1-Serve,none,1 -- 2
4,1,serve,errors,3rd Ball Return,us,2 -- 2
5,1,serve,in_rally,1-Serve,none,2 -- 2
5,1,serve,earned,Spike,them,2 -- 3
6,1,receive,in_rally,3-Pass,none,2 -- 3
6,1,receive,errors,Spike,them,2 -- 4
7,1,receive,in_rally,2-Pass,none,2 -- 4
8,1,receive,in_rally,Hit Still In Play,none,2 -- 4
9,1,receive,in_rally,Dig,none,2 -- 4
9,1,receive,errors,Dig,them,2 -- 5
10,1,receive,errors,Receive,them,2 -- 6
11,1,receive,errors,Receive,them,2 -- 7
12,1,receive,errors,Receive,them,2 -- 8
13,1,receive,in_rally,1-Pass,none,2 -- 8
14,1,receive,in_rally,Hit Still In Play,none,2 -- 8
14,1,receive,errors,Spike,us,3 -- 8
15,2,serve,errors,Serve,them,3 -- 9
16,2,receive,errors,Receive,them,3 -- 10
17,2,receive,in_rally,1-Pass,none,3 -- 10
17,2,receive,errors,3rd Ball Return,them,3 -- 11
18,2,receive,errors,Serve,us,4 -- 11
19,3,serve,in_rally,3-Serve,none,4 -- 11
20,3,serve,in_rally,Dig,none,4 -- 11
20,3,serve,earned,Spike,them,4 -- 12
21,3,receive,in_rally,1-Pass,none,4 -- 12
21,3,receive,earned,Spike,us,5 -- 12
22,4,serve,errors,Serve,them,5 -- 13
23,4,receive,in_rally,3-Pass,none,5 -- 13
23,4,receive,earned,Spike,us,6 -- 13
24,5,serve,in_rally,1-Serve,none,6 -- 13
25,5,serve,in_rally,Dig,none,6 -- 13
26,5,serve,in_rally,Hit Still In Play,none,6 -- 13
27,5,serve,in_rally,3-FB Pass,none,6 -- 13
27,5,serve,errors,Spike,them,6 -- 14
28,5,receive,errors,Serve,us,7 -- 14
29,6,serve,in_rally,2-Serve,none,7 -- 14
29,6,serve,errors,Dig,them,7 -- 15
30,6,receive,in_rally,2-Pass,none,7 -- 15
30,6,receive,errors,Spike,them,7 -- 16
31,6,receive,in_rally,3-Pass,none,7 -- 16
31,6,receive,earned,Spike,us,8 -- 16
32,1,serve,in_rally,1-Serve,none,8 -- 16
32,1,serve,errors,Spike,us,9 -- 16
33,1,serve,in_rally,2-Serve,none,9 -- 16
34,1,serve,in_rally,Dig,none,9 -- 16
35,1,serve,in_rally,Dig,none,9 -- 16
36,1,serve,in_rally,Hit Still In Play,none,9 -- 16
37,1,serve,in_rally,Dig,none,9 -- 16
38,1,serve,in_rally,Dig,none,9 -- 16
38,1,serve,earned,Spike,us,10 -- 16
39,1,serve,in_rally,2-Serve,none,10 -- 16
39,1,serve,faults,Net,them,10 -- 17
40,1,receive,in_rally,3-Pass,none,10 -- 17
40,1,receive,earned,Spike,us,11 -- 17
41,2,serve,in_rally,3-Serve,none,11 -- 17
41,2,serve,errors,Spike,us,12 -- 17
42,2,serve,in_rally,3-Serve,none,12 -- 17
42,2,serve,earned,Spike,them,12 -- 18
43,2,receive,errors,Receive,them,12 -- 19
44,2,receive,in_rally,2-Pass,none,12 -- 19
44,2,receive,earned,Spike,us,13 -- 19
45,3,serve,errors,Serve,them,13 -- 20
46,3,receive,in_rally,1-Pass,none,13 -- 20
46,3,receive,earned,Tip,us,14 -- 20
47,4,serve,in_rally,2-Serve,none,14 -- 20
47,4,serve,errors,Spike,us,15 -- 20
48,4,serve,in_rally,1-Serve,none,15 -- 20
48,4,serve,errors,Dig,them,15 -- 21
49,4,receive,in_rally,2-Pass,none,15 -- 21
50,4,receive,in_rally,Hit Still In Play,none,15 -- 21
51,4,receive,in_rally,Dig,none,15 -- 21
51,4,receive,errors,Spike,them,15 -- 22
52,4,receive,errors,Serve,us,16 -- 22
53,5,serve,in_rally,2-Serve,none,16 -- 22
54,5,serve,in_rally,Dig,none,16 -- 22
54,5,serve,earned,Tip,us,17 -- 22
55,5,serve,errors,Serve,them,17 -- 23
56,5,receive,in_rally,2-Pass,none,17 -- 23
56,5,receive,earned,Spike,us,18 -- 23
57,6,serve,in_rally,1-Serve,none,18 -- 23
57,6,serve,earned,Spike,them,18 -- 24
58,6,receive,errors,Receive,them,18 -- 25
,,,,,,
,,,,,,
Rally,Rotation,Stage,Action Type,Action,Point To,Score
,,,,,,
1,3,serve,in_rally,1-Serve,none,0 -- 0
1,3,serve,errors,Tip,us,1 -- 0
2,3,serve,errors,Serve,them,1 -- 1
3,3,receive,in_rally,2-Pass,none,1 -- 1
3,3,receive,earned,Spike,us,2 -- 1
4,4,serve,in_rally,2-Serve,none,2 -- 1
4,4,serve,errors,Spike,us,3 -- 1
5,4,serve,in_rally,3-Serve,none,3 -- 1
6,4,serve,in_rally,Dig,none,3 -- 1
6,4,serve,errors,Spike,them,3 -- 2
7,4,receive,in_rally,3-Pass,none,3 -- 2
8,4,receive,in_rally,Hit Still In Play,none,3 -- 2
9,4,receive,in_rally,3-FB Pass,none,3 -- 2
9,4,receive,earned,Spike,us,4 -- 2
10,5,serve,in_rally,3-Serve,none,4 -- 2
11,5,serve,in_rally,3-FB Pass,none,4 -- 2
11,5,serve,earned,Spike,us,5 -- 2
12,5,serve,in_rally,3-Serve,none,5 -- 2
12,5,serve,errors,Spike,us,6 -- 2
13,5,serve,in_rally,2-Serve,none,6 -- 2
13,5,serve,errors,Dig,them,6 -- 3
14,5,receive,errors,Serve,us,7 -- 3
15,6,serve,errors,Serve,them,7 -- 4
16,6,receive,errors,Serve,us,8 -- 4
17,1,serve,in_rally,3-Serve,none,8 -- 4
17,1,serve,errors,Dig,them,8 -- 5
18,1,receive,in_rally,3-Pass,none,8 -- 5
18,1,receive,earned,Spike,us,9 -- 5
19,2,serve,in_rally,1-Serve,none,9 -- 5
19,2,serve,errors,Tip,us,10 -- 5
20,2,serve,in_rally,3-Serve,none,10 -- 5
21,2,serve,in_rally,Dig,none,10 -- 5
21,2,serve,earned,Block,us,11 -- 5
undefined,2,serve,timeout,them 1,undefined,undefined
22,2,serve,in_rally,3-Serve,none,11 -- 5
23,2,serve,in_rally,Dig,none,11 -- 5
23,2,serve,earned,Spike,them,11 -- 6
24,2,receive,errors,Serve,us,12 -- 6
25,3,serve,in_rally,1-Serve,none,12 -- 6
25,3,serve,earned,Spike,them,12 -- 7
26,3,receive,in_rally,1-Pass,none,12 -- 7
27,3,receive,in_rally,Hit Still In Play,none,12 -- 7
28,3,receive,in_rally,Dig,none,12 -- 7
29,3,receive,in_rally,Hit Still In Play,none,12 -- 7
29,3,receive,errors,Dig,them,12 -- 8
30,3,receive,in_rally,3-Pass,none,12 -- 8
30,3,receive,earned,Spike,us,13 -- 8
31,4,serve,in_rally,1-Serve,none,13 -- 8
32,4,serve,in_rally,Dig,none,13 -- 8
32,4,serve,earned,Spike,us,14 -- 8
33,4,serve,in_rally,3-Serve,none,14 -- 8
33,4,serve,errors,Dig,them,14 -- 9
34,4,receive,in_rally,3-Pass,none,14 -- 9
34,4,receive,earned,Spike,us,15 -- 9
35,5,serve,earned,Ace,us,16 -- 9
36,5,serve,earned,Ace,us,17 -- 9
37,5,serve,earned,Ace,us,18 -- 9
38,5,serve,in_rally,3-Serve,none,18 -- 9
38,5,serve,earned,Block,us,19 -- 9
undefined,5,serve,timeout,them 2,undefined,undefined
38,5,serve,errors,Serve,them,19 -- 10
39,5,receive,in_rally,2-Pass,none,19 -- 10
40,5,receive,in_rally,Hit Still In Play,none,19 -- 10
41,5,receive,in_rally,Dig,none,19 -- 10
42,5,receive,in_rally,Hit Still In Play,none,19 -- 10
43,5,receive,in_rally,Dig,none,19 -- 10
44,5,receive,in_rally,Hit Still In Play,none,19 -- 10
44,5,receive,errors,Tip,us,20 -- 10
45,6,serve,in_rally,3-Serve,none,20 -- 10
46,6,serve,in_rally,Dig,none,20 -- 10
47,6,serve,in_rally,Hit Still In Play,none,20 -- 10
47,6,serve,earned,Block,us,21 -- 10
48,6,serve,errors,Serve,them,21 -- 11
49,6,receive,in_rally,2-Pass,none,21 -- 11
49,6,receive,earned,Spike,us,22 -- 11
50,1,serve,in_rally,3-Serve,none,22 -- 11
51,1,serve,in_rally,Dig,none,22 -- 11
51,1,serve,earned,Spike,us,23 -- 11
52,1,serve,in_rally,2-Serve,none,23 -- 11
52,1,serve,errors,Spike,us,24 -- 11
