,,,,,,
Rally,Rotation,Stage,Action Type,Action,Point To,Score
25,4,receive,faults,Ball Handling,them,14 -- 6
26,4,receive,faults,Out of Rotation,us,15 -- 6
27,5,serve,in_rally,3-Serve,none,15 -- 6
27,5,serve,faults,Ball Handling,us,16 -- 6
28,5,serve,in_rally,2-Serve,none,16 -- 6
28,5,serve,errors,Dig,them,16 -- 7
29,5,receive,errors,Serve,us,17 -- 7
30,6,serve,in_rally,2-Serve,none,17 -- 7
31,6,serve,in_rally,Dig,none,17 -- 7
31,6,serve,errors,Spike,them,17 -- 8
32,6,receive,in_rally,3-Pass,none,17 -- 8
32,6,receive,earned,Spike,us,18 -- 8
33,1,serve,earned,Ace,us,19 -- 8
,,,,,,
,,,,,,
34,1,serve,in_rally,3-Serve,none,19 -- 7
34,1,serve,earned,Spike,us,20 -- 7
35,1,serve,earned,Ace,us,21 -- 7
36,1,serve,in_rally,2-Serve,none,21 -- 7
37,1,serve,in_rally,Dig,none,21 -- 7
38,1,serve,in_rally,Hit Still In Play,none,21 -- 7
39,1,serve,in_rally,Dig,none,21 -- 7
39,1,serve,earned,Spike,us,22 -- 7
40,1,serve,in_rally,3-Serve,none,22 -- 7
40,1,serve,errors,3rd Ball Return,us,23 -- 7
41,1,serve,in_rally,3-Serve,none,23 -- 7
41,1,serve,errors,3rd Ball Return,us,24 -- 7
42,1,serve,errors,Serve,them,24 -- 8
43,1,receive,in_rally,2-Pass,none,24 -- 8
44,1,receive,in_rally,Hit Still In Play,none,24 -- 8
45,1,receive,in_rally,Dig,none,24 -- 8
45,1,receive,earned,Spike,us,25 -- 8
,,,,,,
,,,,,,
Rally,Rotation,Stage,Action Type,Action,Point To,Score
,,,,,,
1,5,receive,errors,Serve,us,1 -- 0
2,6,serve,in_rally,2-Serve,none,1 -- 0
3,6,serve,in_rally,3-FB Pass,none,1 -- 0
3,6,serve,earned,Tip,us,2 -- 0
4,6,serve,in_rally,3-Serve,none,2 -- 0
5,6,serve,in_rally,Over Pass in Play,none,2 -- 0
6,6,serve,in_rally,Blocks Still In Play,none,2 -- 0
7,6,serve,in_rally,Hit Still In Play,none,2 -- 0
7,6,serve,errors,Whose Ball?,us,3 -- 0
8,6,serve,in_rally,3-Serve,none,3 -- 0
9,6,serve,in_rally,Dig,none,3 -- 0
10,6,serve,in_rally,Hit Still In Play,none,3 -- 0
10,6,serve,earned,Spike,them,3 -- 1
11,6,receive,errors,Serve,us,4 -- 1
12,1,serve,in_rally,2-Serve,none,4 -- 1
13,1,serve,in_rally,Dig,none,4 -- 1
13,1,serve,earned,Spike,us,5 -- 1
14,1,serve,in_rally,2-Serve,none,5 -- 1
15,1,serve,in_rally,Blocks Still In Play,none,5 -- 1
16,1,serve,in_rally,Over Pass in Play,none,5 -- 1
16,1,serve,earned,Block,them,5 -- 2
17,1,receive,in_rally,2-Pass,none,5 -- 2
17,1,receive,earned,Spike,us,6 -- 2
18,2,serve,in_rally,2-Serve,none,6 -- 2
18,2,serve,errors,Spike,us,7 -- 2
19,2,serve,in_rally,1-Serve,none,7 -- 2
20,2,serve,in_rally,Dig,none,7 -- 2
20,2,serve,errors,Spike,them,7 -- 3
21,2,receive,in_rally,1-Pass,none,7 -- 3
22,2,receive,in_rally,Dig,none,7 -- 3
22,2,receive,errors,Spike,them,7 -- 4
23,2,receive,in_rally,3-Pass,none,7 -- 4
24,2,receive,in_rally,Hit Still In Play,none,7 -- 4
25,2,receive,in_rally,Dig,none,7 -- 4
25,2,receive,earned,Spike,us,8 -- 4
26,3,serve,errors,Spike,us,9 -- 4
27,3,serve,in_rally,3-Serve,none,9 -- 4
27,3,serve,errors,3rd Ball Return,us,10 -- 4
undefined,3,serve,timeout,them 1,undefined,undefined
28,3,serve,in_rally,2-Serve,none,10 -- 4
28,3,serve,errors,3rd Ball Return,them,10 -- 5
29,3,receive,in_rally,1-Pass,none,10 -- 5
30,3,receive,in_rally,Hit Still In Play,none,10 -- 5
31,3,receive,in_rally,Dig,none,10 -- 5
32,3,receive,in_rally,Hit Still In Play,none,10 -- 5
32,3,receive,errors,Dig,them,10 -- 6
33,3,receive,in_rally,2-Pass,none,10 -- 6
34,3,receive,in_rally,Hit Still In Play,none,10 -- 6
35,3,receive,in_rally,Dig,none,10 -- 6
35,3,receive,earned,Spike,us,11 -- 6
36,4,serve,in_rally,3-Serve,none,11 -- 6
37,4,serve,in_rally,Dig,none,11 -- 6
37,4,serve,errors,Spike,them,11 -- 7
38,4,receive,errors,Serve,us,12 -- 7
39,5,serve,in_rally,2-Serve,none,12 -- 7
40,5,serve,in_rally,Dig,none,12 -- 7
41,5,serve,in_rally,Hit Still In Play,none,12 -- 7
41,5,serve,errors,Dig,them,12 -- 8
42,5,receive,in_rally,Over Pass in Play,none,12 -- 8
42,5,receive,earned,Block,us,13 -- 8
43,6,serve,errors,Serve,them,13 -- 9
44,6,receive,in_rally,3-Pass,none,13 -- 9
44,6,receive,earned,Spike,us,14 -- 9
45,1,serve,in_rally,1-Serve,none,14 -- 9
46,1,serve,in_rally,Dig,none,14 -- 9
47,1,serve,in_rally,Dig,none,14 -- 9
48,1,serve,in_rally,Dig,none,14 -- 9
48,1,serve,earned,Spike,us,15 -- 9
49,1,serve,earned,Spike,them,15 -- 10
50,1,receive,in_rally,1-Pass,none,15 -- 10
50,1,receive,errors,Spike,them,15 -- 11
51,1,receive,in_rally,3-Pass,none,15 -- 11
51,1,receive,earned,Spike,us,16 -- 11
52,2,serve,in_rally,3-Serve,none,16 -- 11
53,2,serve,in_rally,Dig,none,16 -- 11
53,2,serve,earned,Tip,us,17 -- 11
undefined,2,serve,timeout,them 2,undefined,undefined
54,2,serve,in_rally,3-Serve,none,17 -- 11
55,2,serve,in_rally,2-FB Pass,none,17 -- 11
56,2,serve,in_rally,Hit Still In Play,none,17 -- 11
57,2,serve,in_rally,Dig,none,17 -- 11
58,2,serve,in_rally,Hit Still In Play,none,17 -- 11
58,2,serve,errors,Tip,us,18 -- 11
59,2,serve,earned,Ace,us,19 -- 11
60,2,serve,errors,Serve,them,19 -- 12
61,2,receive,in_rally,2-Pass,none,19 -- 12
62,2,receive,in_rally,Hit Still In Play,none,19 -- 12
63,2,receive,in_rally,Dig,none,19 -- 12
63,2,receive,errors,Spike,them,19 -- 13
64,2,receive,errors,Serve,us,20 -- 13
65,3,serve,in_rally,1-Serve,none,20 -- 13
65,3,serve,errors,Spike,us,21 -- 13
66,3,serve,earned,Ace,us,22 -- 13
67,3,serve,in_rally,2-Serve,none,22 -- 13
67,3,serve,errors,Whose Ball?,them,22 -- 14
68,3,receive,in_rally,3-Pass,none,22 -- 14
68,3,receive,faults,Under,them,22 -- 15
69,3,receive,in_rally,1-Pass,none,22 -- 15
70,3,receive,in_rally,3-FB Pass,none,22 -- 15
71,3,receive,in_rally,Hit Still In Play,none,22 -- 15
71,3,receive,errors,Block,them,22 -- 16
72,3,receive,errors,Serve,us,23 -- 16
73,4,serve,errors,Serve,them,23 -- 17
74,4,receive,in_rally,1-Pass,none,23 -- 17
75,4,receive,in_rally,Hit Still In Play,none,23 -- 17
75,4,receive,errors,Block,them,23 -- 18
76,4,receive,in_rally,3-Pass,none,23 -- 18
77,4,receive,in_rally,Hit Still In Play,none,23 -- 18
78,4,receive,in_rally,3-FB Pass,none,23 -- 18
78,4,receive,earned,Spike,us,24 -- 18
79,5,serve,in_rally,2-Serve,none,24 -- 18
80,5,serve,in_rally,Dig,none,24 -- 18
80,5,serve,earned,Spike,us,25 -- 18
,,,,,,
,,,,,,
Rally,Rotation,Stage,Action Type,Action,Point To,Score
,,,,,,
1,6,serve,in_rally,3-Serve,none,0 -- 0
2,6,serve,in_rally,Dig,none,0 -- 0
2,6,serve,earned,Tip,us,1 -- 0
3,6,serve,in_rally,2-Serve,none,1 -- 0
3,6,serve,earned,Block,us,2 -- 0
4,6,serve,in_rally,3-Serve,none,2 -- 0
4,6,serve,errors,3rd Ball Return,us,3 -- 0
5,6,serve,earned,Ace,us,4 -- 0
6,6,serve,errors,Serve,them,4 -- 1
7,6,receive,errors,Receive,them,4 -- 2
8,6,receive,in_rally,2-Pass,none,4 -- 2
8,6,receive,errors,Spike,us,5 -- 2
9,1,serve,in_rally,3-Serve,none,5 -- 2
10,1,serve,in_rally,Blocks Still In Play,none,5 -- 2
11,1,serve,in_rally,Dig,none,5 -- 2
12,1,serve,in_rally,Hit Still In Play,none,5 -- 2
12,1,serve,errors,Dig,them,5 -- 3
13,1,receive,in_rally,1-Pass,none,5 -- 3
14,1,receive,in_rally,Hit Still In Play,none,5 -- 3
15,1,receive,in_rally,2-FB Pass,none,5 -- 3
16,1,receive,in_rally,Hit Still In Play,none,5 -- 3
17,1,receive,in_rally,Dig,none,5 -- 3
17,1,receive,errors,Set,them,5 -- 4
18,1,receive,errors,Receive,them,5 -- 5
19,1,receive,in_rally,1-Pass,none,5 -- 5
20,1,receive,in_rally,Hit Still In Play,none,5 -- 5
20,1,receive,errors,Whose Ball?,us,6 -- 5
21,2,serve,in_rally,3-Serve,none,6 -- 5
22,2,serve,in_rally,Dig,none,6 -- 5
22,2,serve,earned,Spike,us,7 -- 5
23,2,serve,in_rally,2-Serve,none,7 -- 5
23,2,serve,errors,Spike,us,8 -- 5
24,2,serve,in_rally,3-Serve,none,8 -- 5
24,2,serve,errors,Whose Ball?,us,9 -- 5
25,2,serve,in_rally,3-Serve,none,9 -- 5
26,2,serve,in_rally,2-FB Pass,none,9 -- 5
27,2,serve,in_rally,Hit Still In Play,none,9 -- 5
28,2,serve,in_rally,Dig,none,9 -- 5
28,2,serve,earned,Spike,us,10 -- 5
29,2,serve,earned,Ace,us,11 -- 5
undefined,2,serve,timeout,them 1,undefined,undefined
29,2,serve,earned,Ace,us,12 -- 5
30,2,serve,in_rally,3-Serve,none,12 -- 5
30,2,serve,errors,Free Ball Receive,them,12 -- 6
31,2,receive,in_rally,1-Pass,none,12 -- 6
31,2,receive,earned,Spike,us,13 -- 6
32,3,serve,in_rally,2-Serve,none,13 -- 6
33,3,serve,in_rally,3-FB Pass,none,13 -- 6
33,3,serve,errors,Spike,them,13 -- 7
34,3,receive,in_rally,2-Pass,none,13 -- 7
34,3,receive,earned,Spike,us,14 -- 7
35,4,serve,in_rally,1-Serve,none,14 -- 7
36,4,serve,in_rally,Dig,none,14 -- 7
36,4,serve,earned,Spike,us,15 -- 7
37,4,serve,in_rally,2-Serve,none,15 -- 7
38,4,serve,in_rally,Dig,none,15 -- 7
39,4,serve,in_rally,Hit Still In Play,none,15 -- 7
39,4,serve,errors,Spike,us,16 -- 7
40,4,serve,in_rally,2-Serve,none,16 -- 7
41,4,serve,in_rally,Dig,none,16 -- 7
41,4,serve,errors,Spike,them,16 -- 8
42,4,receive,in_rally,3-Pass,none,16 -- 8
42,4,receive,errors,Spike,them,16 -- 9
43,4,receive,in_rally,3-Pass,none,16 -- 9
43,4,receive,earned,Spike,us,17 -- 9
44,5,serve,in_rally,3-Serve,none,17 -- 9
44,5,serve,errors,Spike,us,18 -- 9
45,5,serve,in_rally,3-Serve,none,18 -- 9
46,5,serve,in_rally,3-FB Pass,none,18 -- 9
46,5,serve,earned,Spike,us,19 -- 9
47,5,serve,in_rally,2-Serve,none,19 -- 9
47,5,serve,earned,Block,us,20 -- 9
48,5,serve,errors,Serve,them,20 -- 10
49,5,receive,in_rally,1-Pass,none,20 -- 10
49,5,receive,earned,Tip,us,21 -- 10
50,6,serve,in_rally,3-Serve,none,21 -- 10
51,6,serve,in_rally,Dig,none,21 -- 10
52,6,serve,in_rally,Hit Still In Play,none,21 -- 10
52,6,serve,errors,Dig,them,21 -- 11
53,6,receive,in_rally,3-Pass,none,21 -- 11
53,6,receive,earned,Spike,us,22 -- 11
54,1,serve,in_rally,1-Serve,none,22 -- 11
55,1,serve,in_rally,Dig,none,22 -- 11
56,1,serve,in_rally,Hit Still In Play,none,22 -- 11
56,1,serve,errors,Whose Ball?,us,23 -- 11
57,1,serve,errors,Serve,them,23 -- 12
58,1,receive,errors,Serve,us,24 -- 12
59,2,serve,errors,Serve,them,24 -- 13
60,2,receive,in_rally,2-Pass,none,24 -- 13
60,2,receive,earned,Spike,us,25 -- 13
,,,,,,
,,,,,,
Rally,Rotation,Stage,Action Type,Action,Point To,Score
,,,,,,
1,5,serve,in_rally,2-Serve,none,0 -- 0
2,5,serve,in_rally,Dig,none,0 -- 0
3,5,serve,in_rally,Hit Still In Play,none,0 -- 0
4,5,serve,in_rally,Dig,none,0 -- 0
4,5,serve,earned,Tip,us,1 -- 0
5,5,serve,in_rally,2-Serve,none,1 -- 0
5,5,serve,earned,Spike,them,1 -- 1
6,5,receive,faults,Foot Fault,us,2 -- 1
7,6,serve,in_rally,2-Serve,none,2 -- 1
8,6,serve,in_rally,2-FB Pass,none,2 -- 1
9,6,serve,in_rally,Hit Still In Play,none,2 -- 1
10,6,serve,in_rally,Dig,none,2 -- 1
10,6,serve,errors,Spike,them,2 -- 2
11,6,receive,in_rally,3-Pass,none,2 -- 2
12,6,receive,in_rally,Hit Still In Play,none,2 -- 2
13,6,receive,in_rally,Blocks Still In Play,none,2 -- 2
14,6,receive,in_rally,3-FB Pass,none,2 -- 2
14,6,receive,errors,Spike,them,2 -- 3
15,6,receive,in_rally,3-Pass,none,2 -- 3
15,6,receive,earned,Spike,us,3 -- 3
16,1,serve,in_rally,1-Serve,none,3 -- 3
17,1,serve,in_rally,Dig,none,3 -- 3
17,1,serve,errors,Tip,them,3 -- 4
18,1,receive,errors,Receive,them,3 -- 5
19,1,receive,in_rally,3-Pass,none,3 -- 5
20,1,receive,in_rally,Hit Still In Play,none,3 -- 5
21,1,receive,in_rally,Dig,none,3 -- 5
21,1,receive,faults,Back Row Attack,them,3 -- 6
22,1,receive,errors,Serve,us,4 -- 6
23,2,serve,in_rally,3-Serve,none,4 -- 6
23,2,serve,errors,Dig,them,4 -- 7
24,2,receive,in_rally,3-Pass,none,4 -- 7
25,2,receive,in_rally,Hit Still In Play,none,4 -- 7
26,2,receive,in_rally,3-FB Pass,none,4 -- 7
27,2,receive,in_rally,Hit Still In Play,none,4 -- 7
27,2,receive,errors,Dig,them,4 -- 8
28,2,receive,in_rally,1-Pass,none,4 -- 8
29,2,receive,in_rally,Hit Still In Play,none,4 -- 8
29,2,receive,errors,Spike,us,5 -- 8
30,3,serve,in_rally,1-Serve,none,5 -- 8
31,3,serve,in_rally,3-FB Pass,none,5 -- 8
31,3,serve,errors,Spike,them,5 -- 9
32,3,receive,in_rally,2-Pass,none,5 -- 9
32,3,receive,earned,Spike,us,6 -- 9
33,4,serve,in_rally,2-Serve,none,6 -- 9
33,4,serve,errors,Spike,us,7 -- 9
34,4,serve,in_rally,3-Serve,none,7 -- 9
34,4,serve,earned,Spike,us,8 -- 9
35,4,serve,in_rally,3-Serve,none,8 -- 9
36,4,serve,in_rally,Blocks Still In Play,none,8 -- 9
37,4,serve,in_rally,Dig,none,8 -- 9
37,4,serve,errors,Spike,them,8 -- 10
38,4,receive,in_rally,1-Pass,none,8 -- 10
39,4,receive,in_rally,Hit Still In Play,none,8 -- 10
40,4,receive,in_rally,Dig,none,8 -- 10
41,4,receive,in_rally,Hit Still In Play,none,8 -- 10
41,4,receive,errors,Block,them,8 -- 11
42,4,receive,in_rally,3-Pass,none,8 -- 11
42,4,receive,errors,Spike,them,8 -- 12
43,4,receive,in_rally,3-Pass,none,8 -- 12
43,4,receive,earned,Spike,us,9 -- 12
44,5,serve,in_rally,2-Serve,none,9 -- 12
45,5,serve,in_rally,Blocks Still In Play,none,9 -- 12
45,5,serve,earned,Block,us,10 -- 12
46,5,serve,in_rally,2-Serve,none,10 -- 12
46,5,serve,earned,Spike,them,10 -- 13
47,5,receive,errors,Receive,them,10 -- 14
48,5,receive,in_rally,Over Pass in Play,none,10 -- 14
48,5,receive,faults,Under,them,10 -- 15
49,5,receive,errors,Receive,them,10 -- 16
undefined,5,receive,timeout,us 1,undefined,undefined
49,5,receive,errors,Serve,us,11 -- 16
50,6,serve,in_rally,2-Serve,none,11 -- 16
50,6,serve,errors,Dig,them,11 -- 17
51,6,receive,errors,Serve,us,12 -- 17
52,1,serve,in_rally,2-Serve,none,12 -- 17
53,1,serve,in_rally,Dig,none,12 -- 17
53,1,serve,earned,Spike,them,12 -- 18
54,1,receive,in_rally,2-Pass,none,12 -- 18
54,1,receive,errors,Spike,them,12 -- 19
55,1,receive,in_rally,2-Pass,none,12 -- 19
56,1,receive,in_rally,Hit Still In Play,none,12 -- 19
57,1,receive,in_rally,Dig,none,12 -- 19
57,1,receive,earned,Spike,us,13 -- 19
58,2,serve,earned,Ace,us,14 -- 19
59,2,serve,in_rally,3-Serve,none,14 -- 19
59,2,serve,errors,Dig,them,14 -- 20
60,2,receive,in_rally,3-Pass,none,14 -- 20
60,2,receive,earned,Spike,us,15 -- 20
61,3,serve,errors,Serve,them,15 -- 21
62,3,receive,in_rally,3-Pass,none,15 -- 21
63,3,receive,in_rally,Hit Still In Play,none,15 -- 21
64,3,receive,in_rally,Blocks Still In Play,none,15 -- 21
64,3,receive,errors,Block,them,15 -- 22
65,3,receive,in_rally,3-Pass,none,15 -- 22
65,3,receive,earned,Spike,us,16 -- 22
66,4,serve,earned,Ace,us,17 -- 22
67,4,serve,in_rally,2-Serve,none,17 -- 22
67,4,serve,earned,Block,us,18 -- 22
68,4,serve,in_rally,3-Serve,none,18 -- 22
68,4,serve,faults,Net,them,18 -- 23
69,4,receive,in_rally,2-Pass,none,18 -- 23
70,4,receive,in_rally,Hit Still In Play,none,18 -- 23
71,4,receive,in_rally,Dig,none,18 -- 23
72,4,receive,in_rally,Dig,none,18 -- 23
73,4,receive,in_rally,Hit Still In Play,none,18 -- 23
73,4,receive,errors,Dig,them,18 -- 24
74,4,receive,in_rally,3-Pass,none,18 -- 24
75,4,receive,in_rally,Hit Still In Play,none,18 -- 24
76,4,receive,in_rally,Blocks Still In Play,none,18 -- 24
76,4,receive,errors,Block,them,18 -- 25
,,,,,,
,,,,,,
Rally,Rotation,Stage,Action Type,Action,Point To,Score
,,,,,,
1,6,receive,in_rally,2-Pass,none,0 -- 0
2,6,receive,in_rally,Hit Still In Play,none,0 -- 0
3,6,receive,in_rally,Dig,none,0 -- 0
3,6,receive,errors,Block,them,0 -- 1
4,6,receive,in_rally,1-Pass,none,0 -- 1
5,6,receive,in_rally,Hit Still In Play,none,0 -- 1
5,6,receive,faults,Under,us,1 -- 1
6,1,serve,in_rally,3-Serve,none,1 -- 1
7,1,serve,in_rally,3-FB Pass,none,1 -- 1
7,1,serve,errors,Spike,them,1 -- 2
8,1,receive,in_rally,3-Pass,none,1 -- 2
9,1,receive,in_rally,Hit Still In Play,none,1 -- 2
9,1,receive,errors,Dig,them,1 -- 3
10,1,receive,in_rally,2-Pass,none,1 -- 3
11,1,receive,in_rally,Hit Still In Play,none,1 -- 3
11,1,receive,earned,Spike,them,1 -- 4
12,1,receive,in_rally,1-Pass,none,1 -- 4
13,1,receive,in_rally,Hit Still In Play,none,1 -- 4
13,1,receive,errors,Spike,us,2 -- 4
14,2,serve,errors,Serve,them,2 -- 5
15,2,receive,in_rally,3-Pass,none,2 -- 5
16,2,receive,in_rally,Hit Still In Play,none,2 -- 5
16,2,receive,errors,Dig,them,2 -- 6
17,2,receive,in_rally,1-Pass,none,2 -- 6
17,2,receive,earned,Tip,us,3 -- 6
18,3,serve,errors,Serve,them,3 -- 7
19,3,receive,in_rally,1-Pass,none,3 -- 7
20,3,receive,in_rally,Hit Still In Play,none,3 -- 7
21,3,receive,in_rally,Blocks Still In Play,none,3 -- 7
21,3,receive,earned,Spike,them,3 -- 8
22,3,receive,in_rally,1-Pass,none,3 -- 8
22,3,receive,errors,Dig,them,3 -- 9
23,3,receive,in_rally,3-Pass,none,3 -- 9
24,3,receive,in_rally,Hit Still In Play,none,3 -- 9
25,3,receive,in_rally,Dig,none,3 -- 9
25,3,receive,faults,Ball Handling,them,3 -- 10
26,3,receive,in_rally,1-Pass,none,3 -- 10
26,3,receive,earned,Block,us,4 -- 10
27,4,serve,in_rally,2-Serve,none,4 -- 10
27,4,serve,errors,Tip,us,5 -- 10
28,4,serve,in_rally,1-Serve,none,5 -- 10
29,4,serve,in_rally,Dig,none,5 -- 10
29,4,serve,earned,Dump,us,6 -- 10
30,4,serve,in_rally,3-Serve,none,6 -- 10
31,4,serve,in_rally,Dig,none,6 -- 10
31,4,serve,faults,Ball Handling,them,6 -- 11
32,4,receive,errors,Serve,us,7 -- 11
33,5,serve,in_rally,2-Serve,none,7 -- 11
33,5,serve,errors,Block,them,7 -- 12
34,5,receive,in_rally,Over Pass in Play,none,7 -- 12
35,5,receive,in_rally,Blocks Still In Play,none,7 -- 12
35,5,receive,errors,Tip,them,7 -- 13
36,5,receive,in_rally,Over Pass in Play,none,7 -- 13
37,5,receive,in_rally,3-FB Pass,none,7 -- 13
37,5,receive,earned,Spike,us,8 -- 13
38,6,serve,in_rally,2-Serve,none,8 -- 13
38,6,serve,earned,Spike,them,8 -- 14
39,6,receive,in_rally,3-Pass,none,8 -- 14
39,6,receive,earned,Spike,us,9 -- 14
40,1,serve,in_rally,1-Serve,none,9 -- 14
40,1,serve,earned,Block,us,10 -- 14
41,1,serve,in_rally,2-Serve,none,10 -- 14
41,1,serve,errors,Block,them,10 -- 15
42,1,receive,in_rally,3-Pass,none,10 -- 15
43,1,receive,in_rally,Hit Still In Play,none,10 -- 15
44,1,receive,in_rally,Over Pass in Play,none,10 -- 15
44,1,receive,faults,Back Row Attack,them,10 -- 16
45,1,receive,errors,Serve,us,11 -- 16
46,2,serve,errors,Serve,them,11 -- 17
47,2,receive,in_rally,2-Pass,none,11 -- 17
47,2,receive,errors,Spike,them,11 -- 18
48,2,receive,in_rally,2-Pass,none,11 -- 18
49,2,receive,in_rally,Hit Still In Play,none,11 -- 18
50,2,receive,in_rally,Dig,none,11 -- 18
51,2,receive,in_rally,Hit Still In Play,none,11 -- 18
52,2,receive,in_rally,Hit Still In Play,none,11 -- 18
53,2,receive,in_rally,3-FB Pass,none,11 -- 18
53,2,receive,errors,Spike,them,11 -- 19
54,2,receive,in_rally,Over Pass in Play,none,11 -- 19
55,2,receive,in_rally,Dig,none,11 -- 19
55,2,receive,earned,Spike,us,12 -- 19
56,3,serve,in_rally,3-Serve,none,12 -- 19
56,3,serve,earned,Block,us,13 -- 19
57,3,serve,in_rally,2-Serve,none,13 -- 19
57,3,serve,earned,Block,us,14 -- 19
58,3,serve,errors,Serve,them,14 -- 20
59,3,receive,in_rally,1-Pass,none,14 -- 20
60,3,receive,in_rally,Hit Still In Play,none,14 -- 20
60,3,receive,earned,Spike,them,14 -- 21
61,3,receive,in_rally,Over Pass in Play,none,14 -- 21
61,3,receive,errors,Whose Ball?,them,14 -- 22
62,3,receive,in_rally,1-Pass,none,14 -- 22
63,3,receive,in_rally,Dig,none,14 -- 22
63,3,receive,earned,Spike,us,15 -- 22
64,4,serve,earned,Ace,us,16 -- 22
65,4,serve,in_rally,2-Serve,none,16 -- 22
65,4,serve,errors,Block,them,16 -- 23
66,4,receive,in_rally,3-Pass,none,16 -- 23
67,4,receive,in_rally,Hit Still In Play,none,16 -- 23
67,4,receive,earned,Spike,them,16 -- 24
68,4,receive,in_rally,3-Pass,none,16 -- 24
69,4,receive,in_rally,Hit Still In Play,none,16 -- 24
70,4,receive,in_rally,Blocks Still In Play,none,16 -- 24
71,4,receive,in_rally,Blocks Still In Play,none,16 -- 24
71,4,receive,earned,Tip,them,16 -- 25
,,,,,,
,,,,,,
Rally,Rotation,Stage,Action Type,Action,Point To,Score
,,,,,,
1,3,receive,errors,Receive,them,0 -- 1
2,3,receive,in_rally,3-Pass,none,0 -- 1
3,3,receive,in_rally,Hit Still In Play,none,0 -- 1
4,3,receive,in_rally,Dig,none,0 -- 1
4,3,receive,errors,2nd Ball Return,them,0 -- 2
5,3,receive,in_rally,1-Pass,none,0 -- 2
6,3,receive,in_rally,Hit Still In Play,none,0 -- 2
6,3,receive,earned,Spike,us,1 -- 2
7,4,serve,errors,Serve,them,1 -- 3
8,4,receive,in_rally,1-Pass,none,1 -- 3
8,4,receive,errors,Set,them,1 -- 4
9,4,receive,in_rally,1-Pass,none,1 -- 4
9,4,receive,earned,Dump,us,2 -- 4
10,5,serve,in_rally,2-Serve,none,2 -- 4
10,5,serve,earned,Spike,them,2 -- 5
11,5,receive,in_rally,2-Pass,none,2 -- 5
11,5,receive,earned,Spike,us,3 -- 5
12,6,serve,earned,Ace,us,4 -- 5
13,6,serve,errors,Serve,them,4 -- 6
14,6,receive,errors,Serve,us,5 -- 6
15,1,serve,in_rally,1-Serve,none,5 -- 6
16,1,serve,in_rally,Blocks Still In Play,none,5 -- 6
17,1,serve,in_rally,Dig,none,5 -- 6
17,1,serve,earned,Spike,us,6 -- 6
18,1,serve,in_rally,2-Serve,none,6 -- 6
18,1,serve,earned,Spike,them,6 -- 7
19,1,receive,errors,Receive,them,6 -- 8
20,1,receive,in_rally,2-Pass,none,6 -- 8
20,1,receive,earned,Tip,us,7 -- 8
21,2,serve,in_rally,2-Serve,none,7 -- 8
21,2,serve,errors,Dig,them,7 -- 9
22,2,receive,in_rally,3-Pass,none,7 -- 9
23,2,receive,in_rally,Hit Still In Play,none,7 -- 9
23,2,receive,errors,Spike,us,8 -- 9
24,3,serve,errors,Serve,them,8 -- 10
25,3,receive,in_rally,1-Pass,none,8 -- 10
25,3,receive,earned,Spike,us,9 -- 10
26,4,serve,in_rally,Blocks Still In Play,none,9 -- 10
27,4,serve,in_rally,3-FB Pass,none,9 -- 10
27,4,serve,errors,Spike,them,9 -- 11
28,4,receive,in_rally,1-Pass,none,9 -- 11
28,4,receive,errors,Dump,them,9 -- 12
29,4,receive,in_rally,3-Pass,none,9 -- 12
30,4,receive,in_rally,Hit Still In Play,none,9 -- 12
30,4,receive,errors,Dig,them,9 -- 13
31,4,receive,in_rally,1-Pass,none,9 -- 13
31,4,receive,errors,Spike,them,9 -- 14
32,4,receive,in_rally,1-Pass,none,9 -- 14
32,4,receive,earned,Dump,us,10 -- 14
33,5,serve,in_rally,2-Serve,none,10 -- 14
34,5,serve,in_rally,Dig,none,10 -- 14
35,5,serve,in_rally,Dig,none,10 -- 14
35,5,serve,earned,Spike,us,11 -- 14
36,5,serve,in_rally,1-Serve,none,11 -- 14
36,5,serve,errors,Tip,us,12 -- 14
37,5,serve,in_rally,2-Serve,none,12 -- 14
37,5,serve,errors,Block,them,12 -- 15
38,5,receive,in_rally,3-Pass,none,12 -- 15
38,5,receive,earned,Spike,us,13 -- 15
39,6,serve,in_rally,2-Serve,none,13 -- 15
40,6,serve,in_rally,Dig,none,13 -- 15
40,6,serve,errors,Tip,them,13 -- 16
41,6,receive,errors,Serve,us,14 -- 16
42,1,serve,in_rally,2-Serve,none,14 -- 16
42,1,serve,earned,Tip,them,14 -- 17
43,1,receive,in_rally,1-Pass,none,14 -- 17
43,1,receive,errors,Spike,us,15 -- 17
44,2,serve,in_rally,2-Serve,none,15 -- 17
44,2,serve,errors,3rd Ball Return,us,16 -- 17
45,2,serve,in_rally,2-Serve,none,16 -- 17
46,2,serve,in_rally,Blocks Still In Play,none,16 -- 17
46,2,serve,errors,Whose Ball?,us,17 -- 17
47,2,serve,in_rally,2-Serve,none,17 -- 17
48,2,serve,in_rally,Dig,none,17 -- 17
48,2,serve,earned,Spike,them,17 -- 18
49,2,receive,in_rally,1-Pass,none,17 -- 18
50,2,receive,in_rally,Hit Still In Play,none,17 -- 18
50,2,receive,errors,Block,them,17 -- 19
51,2,receive,in_rally,3-Pass,none,17 -- 19
51,2,receive,earned,Spike,us,18 -- 19
52,3,serve,in_rally,2-Serve,none,18 -- 19
52,3,serve,errors,Block,them,18 -- 20
